what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1379874829710
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1379874829710
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1379874829711
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1379874829712
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1379874829713
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1379874829714
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1379874829715
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1379874829718
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1379874829719
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1379874829782
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1379874829783
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1379874829785
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1379874829786
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1379874829787
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1379874829787
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1379874829788
started,bundle,org.eclipse.m2e.discovery,1.4.0.20130601-0317,"org.eclipse.m2e.discovery",1379874829789
started,bundle,com.aptana.core,3.3.0.1369977306,"com.aptana.core",1379874829790
started,bundle,com.aptana.core.io,3.0.3.1366554463,"com.aptana.core.io",1379874829791
started,bundle,com.aptana.deploy.ui,1.0.0.1354838688,"com.aptana.deploy.ui",1379874829792
started,bundle,com.aptana.editor.epl,3.0.0.1363886503,"com.aptana.editor.epl",1379874829793
started,bundle,com.aptana.editor.php.epl,3.3.0.1358460206,"com.aptana.editor.php.epl",1379874829794
started,bundle,com.aptana.explorer,3.0.0.1367440240,"com.aptana.explorer",1379874829796
started,bundle,com.aptana.portal.ui,3.0.0.1367525200,"com.aptana.portal.ui",1379874829797
started,bundle,com.aptana.shared_core,2.7.0.2013032300,"com.aptana.shared_core",1379874829964
started,bundle,com.aptana.syncing.core,3.0.0.1367525200,"com.aptana.syncing.core",1379874829967
started,bundle,com.aptana.syncing.ui,3.0.3.1367525200,"com.aptana.syncing.ui",1379874829969
started,bundle,com.aptana.ui,3.1.4.1370053012,"com.aptana.ui",1379874829971
started,bundle,com.aptana.ui.io,3.0.0.1366120396,"com.aptana.ui.io",1379874829972
started,bundle,com.python.pydev.analysis,2.7.0.2013032300,"com.python.pydev.analysis",1379874830101
started,bundle,org.python.pydev,2.7.0.2013032300,"org.python.pydev",1379874830101
started,bundle,org.python.pydev.core,2.7.0.2013032300,"org.python.pydev.core",1379874830193
os,sysinfo,,,"win32",1379874830197
arch,sysinfo,,,"x86_64",1379874830197
ws,sysinfo,,,"win32",1379874830197
locale,sysinfo,,,"en_US",1379874830197
processors,sysinfo,,,"4",1379874830198
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1379874830198
java.runtime.version,sysinfo,,,"1.7.0-b147",1379874830198
java.specification.name,sysinfo,,,"Java Platform API Specification",1379874830198
java.specification.vendor,sysinfo,,,"Oracle Corporation",1379874830198
java.specification.version,sysinfo,,,"1.7",1379874830198
java.vendor,sysinfo,,,"Oracle Corporation",1379874830198
java.version,sysinfo,,,"1.7.0",1379874830198
java.vm.info,sysinfo,,,"mixed mode",1379874830198
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1379874830198
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1379874830198
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1379874830198
java.vm.specification.version,sysinfo,,,"1.7",1379874830198
java.vm.vendor,sysinfo,,,"Oracle Corporation",1379874830198
java.vm.version,sysinfo,,,"21.0-b17",1379874830198
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1379874832390
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1379874832391
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1379874833056
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1379874833102
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1379874833185
started,bundle,com.aptana.git.core,3.0.0.1370549535,"com.aptana.git.core",1379874834765
started,bundle,com.aptana.git.ui,3.0.3.1360356384,"com.aptana.git.ui",1379874834767
started,bundle,com.aptana.theme,3.0.0.1364595254,"com.aptana.theme",1379874835528
started,bundle,com.aptana.filewatcher,3.0.1.1337406272,"com.aptana.filewatcher",1379874838236
started,bundle,com.aptana.scripting,3.1.0.1367525200,"com.aptana.scripting",1379874838237
started,bundle,beaver,3.0.0.1346444146,"beaver",1379874838278
started,bundle,com.aptana.core.epl,3.0.0.1344341997,"com.aptana.core.epl",1379874838345
started,bundle,com.aptana.usage,3.0.0.1370549535,"com.aptana.usage",1379874840444
started,bundle,org.python.pydev.red_core,2.7.0.2013032300,"org.python.pydev.red_core",1379874843756
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1379874845351
started,bundle,com.aptana.browser,3.0.0.1369878415,"com.aptana.browser",1379874845651
started,bundle,com.aptana.configurations,3.0.3.1352336277,"com.aptana.configurations",1379874845684
started,bundle,com.aptana.projects,3.0.0.1368601846,"com.aptana.projects",1379874845717
started,bundle,com.aptana.samples.ui,3.0.0.1369628888,"com.aptana.samples.ui",1379874845723
started,bundle,com.aptana.samples,3.0.0.1366222046,"com.aptana.samples",1379874845748
opened,editor,com.aptana.portal.ui,3.0.0.1367525200,"com.aptana.portal.ui.browser.startPage",1379874845784
started,bundle,com.aptana.preview,3.0.0.1369877848,"com.aptana.preview",1379874845813
started,bundle,com.aptana.jetty.util.epl,3.0.0.1337703431,"com.aptana.jetty.util.epl",1379874849618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379874850212
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1379874850926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379874850927
activated,editor,com.aptana.portal.ui,3.0.0.1367525200,"com.aptana.portal.ui.browser.startPage",1379874852318
activated,editor,com.aptana.portal.ui,3.0.0.1367525200,"com.aptana.portal.ui.browser.startPage",1379874852353
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1379874852384
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1379874852395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379874855580
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875029417
started,bundle,com.aptana.workbench,3.0.0.1367525200,"com.aptana.workbench",1379875032542
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1379875037894
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1379875037933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875038791
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1379875048726
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.300.v20110427,"org.eclipse.jst.server.tomcat.core",1379875048732
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1379875048822
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1379875048834
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1379875051668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875132321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1379875132343
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1379875136196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875140612
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875144181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1379875144193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875146809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875186240
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.200.v201103311536,"org.eclipse.wst.common.project.facet.ui",1379875190554
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1379875190618
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1379875190622
started,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1379875190623
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1379875190625
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1379875190713
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1379875190739
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1379875191073
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1379875191225
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1379875191300
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1379875191355
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1379875191403
started,bundle,org.eclipse.jst.j2ee,1.1.501.v201108231845,"org.eclipse.jst.j2ee",1379875191441
started,bundle,org.eclipse.jst.j2ee.web,1.1.501.v201108231500,"org.eclipse.jst.j2ee.web",1379875191445
started,bundle,org.eclipse.jst.common.frameworks,1.1.500.v201104081500,"org.eclipse.jst.common.frameworks",1379875191536
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.200.v201008182133,"org.eclipse.jst.common.project.facet.ui",1379875191836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875192074
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1379875202758
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1379875202759
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1379875203009
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1379875203014
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1379875203879
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1379875205071
started,bundle,org.eclipse.m2e.wtp,1.0.0.20130613-0136,"org.eclipse.m2e.wtp",1379875205661
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1379875205963
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1379875206406
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1379875206406
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1379875206563
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1379875206566
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875207427
started,bundle,com.aptana.index.core.ui,3.0.0.1340804502,"com.aptana.index.core.ui",1379875207807
started,bundle,com.aptana.index.core,3.0.0.1366033959,"com.aptana.index.core",1379875208476
started,bundle,com.aptana.debug.core,3.0.3.1364332987,"com.aptana.debug.core",1379875208802
started,bundle,com.aptana.js.debug.core,3.0.3.1365014454,"com.aptana.js.debug.core",1379875208850
started,bundle,com.aptana.webserver.core,3.0.0.1354927905,"com.aptana.webserver.core",1379875209008
started,bundle,com.aptana.js.debug.ui,3.0.0.1346080293,"com.aptana.js.debug.ui",1379875209015
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1379875209189
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1379875209421
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1379875209480
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1379875210382
started,bundle,org.eclipse.jst.jee,1.0.401.v201105122000,"org.eclipse.jst.jee",1379875210411
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1379875210476
started,bundle,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.ui",1379875210478
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1379875210564
started,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1379875210769
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1379875211268
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1379875211313
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1379875211417
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1379875212059
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875221903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875264621
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1379875266110
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1379875266156
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.503.v201108102200,"org.eclipse.jst.j2ee.ejb",1379875266189
started,bundle,org.eclipse.jst.j2ee.jca,1.1.500.v201108102200,"org.eclipse.jst.j2ee.jca",1379875266217
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1379875266259
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1379875266278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875278350
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875288093
started,bundle,com.aptana.deploy,3.0.3.1366246693,"com.aptana.deploy",1379875288335
started,bundle,com.aptana.deploy.heroku,3.0.3.1365788677,"com.aptana.deploy.heroku",1379875288358
started,bundle,com.aptana.deploy.capistrano,3.0.3.1365788677,"com.aptana.deploy.capistrano",1379875288371
started,bundle,com.aptana.deploy.engineyard,3.0.3.1365788677,"com.aptana.deploy.engineyard",1379875288385
started,bundle,com.aptana.deploy.ftp,3.0.3.1355455818,"com.aptana.deploy.ftp",1379875288404
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1379875288465
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1379875296036
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1379875296043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875299009
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875300857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875309456
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1379875318505
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875320236
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1379875320352
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1379875321531
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1379875321695
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1379875322331
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1379875322333
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1379875322333
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1379875322334
activated,editor,com.aptana.portal.ui,3.0.0.1367525200,"com.aptana.portal.ui.browser.startPage",1379875324175
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1379875325392
closed,editor,com.aptana.portal.ui,3.0.0.1367525200,"com.aptana.portal.ui.browser.startPage",1379875325392
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1379875328133
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1379875328187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875330635
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875331574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875333734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875341103
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1379875344432
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1379875345531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875353180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875373230
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1379875375197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379875382416
started,bundle,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.ui",1379875397306
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1379875397341
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1379875397377
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1379875397379
